L00015,Online Ad,25,Female,Self-employed,84915.6328125,Married,Manitoba,Investment,3,14.8299999237061,7,25,0,0,0,1,Website,0.583000004291534,Medium,1,Investment,2122,133.960006713867,47,6296.169921875,2.2,25-34,1,3,2.68
L00016,Online Ad,50,Male,Student,91960.578125,Married,Ontario,Chequing Account,2,13.3299999237061,8,106,1,1,0,1,Email,0.643999993801117,High,1,Chequing Account,9055,72.8399963378906,51,3715.06005859375,2.9,45-54,0,2,1.56
L00017,Referral,27,Female,Full-time,91168.4765625,Single,Quebec,Credit Card,3,8.85000038146973,9,98,0,2,1,0,Call,1,High,1,Credit Card,1514,83.5100021362305,7,584.570007324219,3.3,25-34,0,3,1.92
L00018,Branch Walk-in,51,Female,Full-time,81942.59375,Single,Quebec,Credit Card,6,11.1899995803833,0,104,1,0,1,0,Call,0.779999971389771,High,1,Credit Card,5190,128.789993286133,58,7470.06005859375,1.2,45-54,1,2,2.08
L00019,Referral,36,Female,Student,64473.48046875,Single,Ontario,Credit Card,6,11.1099996566772,9,112,0,0,0,0,Website,0.764999985694885,High,1,Credit Card,2513,204.639999389648,3,613.919982910156,3.15,35-44,0,3,1.86
L00020,Referral,31,Male,Full-time,40773.87890625,Married,Ontario,Investment,3,12.8900003433228,4,119,0,0,0,0,Email,0.791000008583069,High,1,Investment,7525,270.839996337891,28,7583.64990234375,1.45,25-34,1,3,2.38
L00021,Branch Walk-in,20,Female,Full-time,68810.2421875,Single,Quebec,Investment,2,0.730000019073486,5,36,1,0,0,1,Email,0.822000026702881,High,1,Investment,6244,181.899993896484,56,10186.509765625,1.85,18-24,1,2,2.34
L00022,Online Ad,58,Female,Full-time,122409.109375,Single,British Columbia,Chequing Account,3,13.2700004577637,8,15,2,1,0,0,Email,0.953999996185303,High,1,Chequing Account,5495,124.290000915527,51,6338.77001953125,3.35,55-64,1,2,2.94
L00023,Referral,40,Female,Full-time,40963.69140625,Single,Quebec,Chequing Account,3,22.8099994659424,5,82,1,1,0,0,Website,0.727999985218048,High,1,Chequing Account,4576,110.540000915527,21,2321.38989257813,2.3,35-44,0,3,1.52
L00024,Referral,57,Female,Full-time,35290.66015625,Married,British Columbia,Chequing Account,2,6.23999977111816,4,15,1,0,0,1,Call,0.787000000476837,High,1,Chequing Account,2243,72.8300018310547,8,582.659973144531,1.6,55-64,0,2,1.04
L00025,Branch Walk-in,28,Female,Full-time,124467.953125,Married,Quebec,Chequing Account,2,5.07000017166138,9,18,0,0,0,1,Email,1,High,1,Chequing Account,9862,161.839996337891,35,5664.490234375,2.55,25-34,1,3,2.82
L00026,Social Media,64,Female,Self-employed,76286.5,Single,Manitoba,Mortgage,6,21.2900009155273,6,84,2,0,0,1,Call,0.49099999666214,Medium,0,NULL,0,0,0,0,3,55-64,0,1,1.4
L00027,Online Ad,23,Male,Full-time,35841.98046875,Married,British Columbia,Investment,2,9.8100004196167,9,33,3,2,0,0,Branch,0.598999977111816,Medium,1,Investment,8765,274.989990234375,48,13199.4599609375,4.05,18-24,1,2,3.22
L00028,Branch Walk-in,51,Female,Full-time,76578.9765625,Single,Ontario,Chequing Account,4,12.3000001907349,0,38,0,0,0,0,Call,0.935000002384186,High,1,Chequing Account,4269,93.0999984741211,50,4654.77978515625,0.6,45-54,0,2,0.64
L00029,Branch Walk-in,18,Female,Full-time,67547.828125,Single,Manitoba,Mortgage,1,15.6800003051758,9,14,0,0,0,0,Call,0.800999999046326,High,1,Mortgage,6309,88.8499984741211,49,4353.6201171875,2.4,18-24,0,2,1.36
L00030,Online Ad,52,Female,Full-time,115049.34375,Married,Manitoba,Credit Card,3,11.3000001907349,7,102,2,0,0,0,Email,0.820999979972839,High,1,Credit Card,3967,171.589996337891,17,2916.97998046875,2.8,45-54,0,2,1.52
L00031,Branch Walk-in,42,Male,Student,111173.578125,Single,Quebec,Chequing Account,5,16.1599998474121,5,106,0,0,1,0,Call,1,High,1,Chequing Account,2018,117.73999786377,31,3649.830078125,2,35-44,0,3,1.4
L00032,Online Ad,46,Male,Full-time,84581.1796875,Married,Ontario,Chequing Account,5,10.9899997711182,8,98,2,1,0,1,Call,0.813000023365021,High,0,NULL,0,0,0,0,3.65,45-54,0,2,1.86
L00033,Online Ad,40,Male,Student,91444.5703125,Single,Alberta,Chequing Account,4,16.4899997711182,1,20,1,1,0,1,Call,0.700999975204468,High,1,Chequing Account,1941,187.059997558594,15,2805.92993164063,1.45,35-44,0,3,1.18
L00034,Partnership,35,Female,Self-employed,70562.671875,Married,Ontario,Investment,3,18.5100002288818,7,70,0,0,0,0,Email,0.563000023365021,Medium,1,Investment,3239,283.209991455078,28,7929.89990234375,2.2,35-44,1,3,2.68
L00035,Partnership,31,Male,Part-time,122284.34375,Married,Quebec,Credit Card,4,18.5699996948242,2,52,1,0,0,1,Website,0.811999976634979,High,1,Credit Card,5093,295.260009765625,23,6791.06005859375,1.4,25-34,1,3,2.36
L00036,Social Media,34,Male,Full-time,77340.2265625,Single,Quebec,Mortgage,5,1.33000004291534,1,51,3,0,0,0,Website,0.666000008583069,High,1,Mortgage,6326,99.1500015258789,32,3172.92993164063,1.9,25-34,0,3,1.36
L00037,Referral,19,Female,Unknown,57609.890625,Single,British Columbia,Mortgage,3,13.1300001144409,0,10,2,0,0,1,Call,0.861000001430511,High,1,Mortgage,9382,145.289993286133,33,4794.72021484375,1.05,18-24,0,2,0.82
L00038,Online Ad,48,Male,Student,107680.671875,Single,Ontario,Credit Card,6,26.5799999237061,7,48,2,2,0,1,Website,0.870999991893768,High,1,Credit Card,9369,219.800003051758,56,12309.0302734375,3.85,45-54,1,2,3.14
L00039,Branch Walk-in,36,Female,Student,81883.78125,Divorced,Quebec,Mortgage,6,23.4500007629395,4,3,2,0,0,1,Email,0.748000025749207,High,1,Mortgage,2942,230.619995117188,21,4843.06005859375,2.5,35-44,0,3,1.6
L00040,Referral,49,Female,Full-time,71066.953125,Single,Nova Scotia,Mortgage,0,7.75,3,38,2,1,1,0,Email,0.824000000953674,High,1,Mortgage,6118,95.0299987792969,1,95.0299987792969,1.65,45-54,0,2,1.06
L00041,Online Ad,45,Other,Student,57849.6484375,Married,Manitoba,Chequing Account,4,20.4500007629395,7,95,0,0,0,0,Email,0.382999986410141,Medium,0,NULL,0,0,0,0,2.35,45-54,0,3,1.54
L00042,Branch Walk-in,58,Male,Part-time,66808.0703125,Divorced,Quebec,Mortgage,0,2.66000008583069,6,90,0,1,0,1,Call,0.695999979972839,High,0,NULL,0,0,0,0,1.8,55-64,0,2,1.12
L00043,Online Ad,25,Male,Self-employed,107848.3828125,Single,Nova Scotia,Chequing Account,5,12.25,4,30,2,0,0,0,Website,0.676999986171722,High,0,NULL,0,0,0,0,2.35,25-34,0,3,1.54
L00044,Partnership,59,Male,Self-employed,74570.6328125,Single,Ontario,Investment,2,20.2199993133545,2,27,1,1,0,0,Email,0.532999992370605,Medium,0,NULL,0,0,0,0,1.4,55-64,0,2,0.96
L00045,Referral,58,Female,Unemployed,73696.453125,Married,Ontario,Chequing Account,5,17.1200008392334,0,89,2,0,0,0,Email,0.765999972820282,High,0,NULL,0,0,0,0,1.35,55-64,0,2,0.94
L00046,Branch Walk-in,57,Male,Full-time,29471.33984375,Single,Alberta,Mortgage,3,3.8199999332428,1,55,5,2,1,1,Call,0.762000024318695,High,1,Mortgage,7920,170.770004272461,53,9050.8798828125,2.8,55-64,1,2,2.72
L00047,Referral,56,Male,Full-time,70233.5234375,Single,British Columbia,Investment,0,12.8999996185303,9,47,0,0,0,0,Call,0.992999970912933,High,1,Investment,7973,265.320007324219,16,4245.18994140625,2.25,55-64,0,2,1.3
L00048,Branch Walk-in,39,Female,Part-time,73611.6171875,Single,Quebec,Chequing Account,1,24.7700004577637,9,75,1,1,0,0,Website,0.782000005245209,High,1,Chequing Account,2047,114.309997558594,28,3200.67993164063,3,35-44,0,3,1.8
L00049,Branch Walk-in,41,Male,Unknown,83073.53125,Single,Alberta,Mortgage,1,12.7299995422363,0,117,0,0,0,0,Email,0.957000017166138,High,0,NULL,0,0,0,0,0.15,35-44,0,3,0.66
L00050,Online Ad,55,Female,Student,65148.4609375,Single,Nova Scotia,Credit Card,4,28.4200000762939,5,21,1,2,0,0,Email,0.479000002145767,Medium,0,NULL,0,0,0,0,2.75,55-64,0,2,1.5
L00051,Partnership,19,Female,Self-employed,85623.421875,Single,Unknown,Credit Card,3,17.2999992370605,7,77,2,0,1,1,Email,0.656000018119812,High,0,NULL,0,0,0,0,2.8,18-24,0,2,1.52
L00052,Social Media,58,Male,Student,92139.578125,Married,Quebec,Mortgage,3,1.30999994277954,0,66,0,2,0,0,Email,0.561999976634979,Medium,0,NULL,0,0,0,0,1.05,55-64,0,2,0.82
L00053,Partnership,58,Female,Full-time,57950.37109375,Married,British Columbia,Mortgage,4,26.2399997711182,8,14,3,0,0,0,Email,0.680000007152557,High,1,Mortgage,8555,73.379997253418,31,2274.65991210938,3.5,55-64,0,2,1.8
L00054,Partnership,36,Female,Part-time,120048.53125,Married,Quebec,Credit Card,4,24.2399997711182,6,102,0,1,0,0,Email,0.787999987602234,High,1,Credit Card,3847,253.279998779297,58,14690.08984375,2.4,35-44,1,3,2.76
L00055,Branch Walk-in,58,Male,Full-time,51989.62109375,Divorced,British Columbia,Mortgage,4,7.23000001907349,8,92,2,1,0,0,Call,0.847000002861023,High,1,Mortgage,2339,199.669998168945,56,11181.3095703125,3.5,55-64,1,2,3
L00056,Partnership,19,Male,Student,31632.25,Single,British Columbia,Mortgage,3,15.3299999237061,0,81,2,1,0,0,Website,0.388999998569489,Medium,1,Mortgage,4355,74.370002746582,44,3272.17993164063,1.35,18-24,0,2,0.94
L00057,Online Ad,45,Female,Unemployed,89420.640625,Single,Nova Scotia,Investment,2,9.19999980926514,7,36,2,0,0,0,Call,0.537999987602234,Medium,1,Investment,6291,161.059997558594,32,5153.919921875,2.65,45-54,1,3,2.86
L00058,Online Ad,49,Male,Full-time,78275.21875,Married,Quebec,Credit Card,1,17.9300003051758,1,17,1,0,1,0,Website,0.675999999046326,High,1,Credit Card,3115,120.319999694824,48,5775.1298828125,0.7,45-54,1,2,1.88
L00059,Online Ad,36,Female,Part-time,74570.8,Single,Alberta,Credit Card,3,20.0100002288818,0,103,2,1,0,0,Call,0.688000023365021,High,0,NULL,0,0,0,0,1.35,35-44,0,3,1.14
L00060,Referral,33,Female,Student,63776.08984375,Single,Nova Scotia,Mortgage,3,24.3500003814697,2,91,1,0,1,0,Website,0.78600001335144,High,1,Mortgage,5791,286.049987792969,2,572.109985351563,1.25,25-34,0,3,1.1
L00061,Referral,47,Male,Full-time,105636.71875,Single,Ontario,Investment,4,22.4400005340576,1,32,1,0,1,0,Call,1,High,1,Investment,5339,81.629997253418,47,3836.580078125,1.15,45-54,0,2,0.86
L00062,Referral,39,Female,Self-employed,95007.953125,Single,Quebec,Chequing Account,6,16.2399997711182,3,95,1,0,1,0,Email,0.861000001430511,High,1,Chequing Account,8617,187.660003662109,11,2064.22998046875,1.95,35-44,0,3,1.38
L00063,Social Media,31,Male,Student,152962.125,Single,British Columbia,Credit Card,3,21.25,8,24,0,1,0,0,Website,1,High,1,Credit Card,2135,53.8400001525879,55,2961.10009765625,2.75,25-34,0,3,1.7
L00064,Referral,69,Male,Part-time,64964.01953125,Married,Quebec,Credit Card,0,0.150000005960464,3,86,2,0,0,1,Email,0.776000022888184,High,1,Credit Card,1166,24.3799991607666,41,999.450012207031,1.35,65+,0,1,0.74
L00065,Referral,18,Female,Student,67446,Single,Alberta,Mortgage,0,13.8699998855591,7,50,1,2,1,1,Website,0.934000015258789,High,1,Mortgage,5676,167.100006103516,18,3007.8701171875,2.65,18-24,0,2,1.46
L00066,Branch Walk-in,62,Male,Unemployed,56307.87109375,Single,Ontario,Mortgage,0,23.9699993133545,0,47,0,0,0,0,Website,0.705999970436096,High,0,NULL,0,0,0,0,0,55-64,0,1,0.2
L00067,Online Ad,19,Female,Part-time,51889.91015625,Married,Manitoba,Investment,2,7.92000007629395,5,12,0,0,1,1,Email,0.33899998664856,Low,0,NULL,0,0,0,0,1.55,18-24,0,2,1.02
L00068,Social Media,39,Female,Full-time,81841.7265625,Single,Quebec,Credit Card,5,11.2399997711182,8,50,1,0,0,1,Website,0.709999978542328,High,1,Credit Card,2348,164.929992675781,5,824.630004882813,3.05,35-44,0,3,1.82
L00069,Online Ad,63,Male,Unemployed,44931.69921875,Single,Manitoba,Credit Card,1,11.789999961853,9,45,4,1,1,0,Email,0.263000011444092,Low,1,Credit Card,8709,164.589996337891,26,4279.22021484375,3.9,55-64,0,1,1.76
L00070,Partnership,50,Male,Unemployed,42055.640625,Single,Nova Scotia,Investment,2,10.3599996566772,3,24,2,0,0,0,Branch,0.458000004291534,Medium,0,NULL,0,0,0,0,1.65,45-54,0,2,1.06
L00071,Social Media,32,Male,Full-time,79058.53125,Single,Unknown,Mortgage,4,12.3199996948242,8,53,0,0,0,1,Call,0.771000027656555,High,1,Mortgage,4821,183.149993896484,15,2747.30004882813,2.6,25-34,0,3,1.64
L00072,Online Ad,67,Female,Self-employed,108726.6875,Single,British Columbia,Credit Card,3,17.9099998474121,1,47,1,0,1,0,Website,0.857999980449677,High,1,Credit Card,1814,32.2900009155273,22,710.309997558594,1,65+,0,1,0.6
L00073,Online Ad,58,Male,Full-time,31584.9296875,Divorced,Alberta,Credit Card,4,7.8600001335144,9,9,0,0,0,0,Branch,0.531000018119812,Medium,1,Credit Card,6012,97.4800033569336,57,5556.4501953125,2.85,55-64,1,2,2.74
L00074,Social Media,39,Male,Student,85857.9765625,Single,Ontario,Credit Card,2,9.43000030517578,8,12,2,1,0,0,Website,0.731000006198883,High,1,Credit Card,2022,283.070007324219,8,2264.580078125,3.2,35-44,0,3,1.88
L00075,Social Media,57,Female,Student,75323.15,Single,Quebec,Credit Card,5,5.03999996185303,5,29,1,0,0,1,Email,0.439999997615814,Medium,0,NULL,0,0,0,0,2.3,55-64,0,2,1.32
L00076,Social Media,56,Male,Full-time,27785.130859375,Widowed,Quebec,Mortgage,7,1.47000002861023,9,86,1,0,0,0,Call,0.425999999046326,Medium,1,Mortgage,3351,201.289993286133,18,3623.18994140625,3.6,55-64,0,2,1.84
L00077,Social Media,58,Male,Full-time,61028.94921875,Married,British Columbia,Chequing Account,4,2.57999992370605,0,55,0,0,0,1,Branch,0.644999980926514,High,1,Chequing Account,3829,113.279998779297,21,2378.919921875,0.6,55-64,0,2,0.64
L00078,Online Ad,58,Female,Student,99185.5,Single,Quebec,Chequing Account,4,3.72000002861023,5,119,2,0,0,1,Call,0.651000022888184,High,1,Chequing Account,961,111.129997253418,30,3333.93994140625,2.45,55-64,0,2,1.38
L00079,Referral,28,Male,Full-time,92675.9765625,Single,Alberta,Chequing Account,5,3.50999999046326,5,100,0,1,1,1,Call,1,High,1,Chequing Account,9857,256.670013427734,13,3336.71997070313,2.3,25-34,0,3,1.52
L00080,Online Ad,21,Male,Unemployed,74440.93,Married,Quebec,Chequing Account,3,7.6399998664856,0,57,0,1,1,0,Call,0.224000006914139,Low,0,NULL,0,0,0,0,0.75,18-24,0,2,0.7
L00081,Partnership,24,Male,Full-time,75355.390625,Married,Quebec,Chequing Account,4,10.1599998474121,8,1,2,0,0,1,Email,0.649999976158142,High,1,Chequing Account,8799,82,48,3936,3.2,18-24,0,2,1.68
L00082,Branch Walk-in,38,Female,Unknown,106072.28125,Married,Quebec,Credit Card,7,15.7299995422363,2,107,0,0,0,1,Email,0.99099999666214,High,1,Credit Card,1155,134.75,29,3907.64990234375,1.55,35-44,0,3,1.22
L00083,Referral,24,Male,Full-time,113408.2109375,Divorced,Ontario,Chequing Account,1,19.6900005340576,1,65,1,1,0,1,Branch,1,High,1,Chequing Account,4325,266.679992675781,46,12267.1904296875,1,18-24,1,2,2
L00084,Online Ad,21,Male,Full-time,70944.1171875,Single,Ontario,Mortgage,5,10.3900003433228,6,57,1,0,0,0,Email,0.791999995708466,High,0,NULL,0,0,0,0,2.55,18-24,0,2,1.42
L00085,Referral,29,Male,Self-employed,67110.3828125,Single,Quebec,Mortgage,3,16.5599994659424,2,39,0,0,1,1,Email,0.73199999332428,High,1,Mortgage,2739,233.899993896484,27,6315.27001953125,0.95,25-34,1,3,2.18
L00086,Referral,44,Other,Full-time,88197.2734375,Married,Manitoba,Credit Card,3,25.4300003051758,7,4,1,0,0,1,Email,1,High,1,Credit Card,520,215.110000610352,42,9034.4296875,2.5,35-44,1,3,2.8
L00087,Social Media,34,Male,Part-time,92292.7890625,Married,Quebec,Chequing Account,4,14.6899995803833,0,81,2,1,1,0,Website,0.607999980449677,High,1,Chequing Account,5063,119.800003051758,34,4073.27001953125,1.5,25-34,0,3,1.2
L00088,Branch Walk-in,37,Male,Student,58128.078125,Single,Ontario,Mortgage,3,16.1399993896484,8,110,0,0,0,0,Website,0.753000020980835,High,0,NULL,0,0,0,0,2.45,35-44,0,3,1.58
L00089,Partnership,48,Female,Full-time,76953.140625,Married,Ontario,Investment,4,17.3899993896484,9,97,0,0,1,1,Email,0.768999993801117,High,1,Investment,705,153.429992675781,4,613.710021972656,2.85,45-54,0,2,1.54
L00090,Branch Walk-in,43,Male,Unemployed,68969.9765625,Single,Alberta,Mortgage,3,20.9400005340576,9,19,0,0,1,0,Email,0.871999979019165,High,1,Mortgage,3549,119.379997253418,56,6685.22998046875,2.7,35-44,1,3,2.88
L00091,Online Ad,48,Female,Full-time,92304.6796875,Married,Ontario,Credit Card,5,29.1700000762939,0,33,2,1,1,1,Website,0.800999999046326,High,1,Credit Card,5373,236.740005493164,28,6628.6298828125,1.65,45-54,1,2,2.26
L00092,Social Media,52,Female,Part-time,62880.171875,Single,Ontario,Chequing Account,8,3.25999999046326,2,21,2,0,0,1,Email,0.572000026702881,Medium,1,Chequing Account,4993,287.829986572266,46,13240.2001953125,2.3,45-54,1,2,2.52
L00093,Social Media,26,Male,Part-time,47921.05859375,Married,Ontario,Mortgage,4,14.1800003051758,7,56,0,0,1,0,Email,0.493000000715256,Medium,0,NULL,0,0,0,0,2.35,25-34,0,3,1.54
L00094,Branch Walk-in,22,Female,Part-time,25540.08984375,Single,British Columbia,Mortgage,1,7.46000003814697,7,77,0,0,0,1,Call,0.66100001335144,High,0,NULL,0,0,0,0,1.9,18-24,0,2,1.16
L00095,Social Media,69,Male,Student,83945.8984375,Married,Manitoba,Credit Card,0,13.0100002288818,5,18,0,0,1,1,Branch,0.592000007629395,Medium,1,Credit Card,4235,233.679992675781,57,13319.76953125,1.25,65+,1,1,1.9
L00096,Branch Walk-in,65,Male,Self-employed,49884.73828125,Single,Ontario,Chequing Account,2,26.5799999237061,9,15,0,0,0,1,Email,0.802999973297119,High,0,NULL,0,0,0,0,2.55,65+,0,1,1.22
L00097,Branch Walk-in,25,Female,Self-employed,68734.859375,Divorced,Nova Scotia,Investment,2,15.8999996185303,3,11,2,1,0,0,Call,0.848999977111816,High,1,Investment,9421,191.190002441406,20,3823.86010742188,1.95,25-34,0,3,1.38
L00098,Referral,38,Male,Part-time,74625.84375,Single,Ontario,Chequing Account,1,23.4500007629395,6,29,1,0,0,0,Email,0.790000021457672,High,0,NULL,0,0,0,0,1.95,35-44,0,3,1.38
L00099,Online Ad,33,Male,Full-time,59509.609375,Single,Ontario,Investment,4,20.5799999237061,9,119,2,1,1,0,Call,0.680000007152557,High,1,Investment,9424,141.619995117188,5,708.080017089844,3.75,25-34,0,3,2.1
L00100,Online Ad,68,Male,Full-time,84614.84375,Single,Quebec,Chequing Account,1,12.25,8,29,0,0,0,1,Email,0.77700001001358,High,0,NULL,0,0,0,0,2.15,65+,0,1,1.06
L00101,Online Ad,33,Female,Unemployed,138902.015625,Married,Ontario,Chequing Account,1,3.75,1,86,0,1,1,1,Website,0.925999999046326,High,1,Chequing Account,364,268.619995117188,39,10475.990234375,0.7,25-34,1,3,2.08
L00102,Branch Walk-in,35,Female,Unemployed,117741.5703125,Single,Unknown,Mortgage,3,12,5,85,1,0,1,1,Email,1,High,1,Mortgage,6845,71.6800003051758,12,860.210021972656,2,35-44,0,3,1.4
L00103,Referral,64,Male,Full-time,49790.69140625,Single,British Columbia,Credit Card,2,12.6300001144409,0,55,2,0,0,0,Call,0.860000014305115,High,1,Credit Card,1166,145.320007324219,54,7847.06982421875,0.9,55-64,1,1,1.76
L00104,Branch Walk-in,45,Male,Full-time,56363.21875,Married,Ontario,Mortgage,4,13.0200004577637,5,8,2,0,0,0,Call,0.84799998998642,High,1,Mortgage,6942,79.2200012207031,58,4594.47998046875,2.45,45-54,0,3,1.58
L00105,Partnership,35,Other,Unemployed,53121.8203125,Single,Quebec,Mortgage,3,14.0500001907349,2,60,3,0,0,1,Email,0.418999999761581,Medium,0,NULL,0,0,0,0,1.85,35-44,0,3,1.34
L00106,Online Ad,31,Female,Part-time,34532.5703125,Single,British Columbia,Chequing Account,2,11.9099998474121,3,116,0,1,0,0,Call,0.386000007390976,Medium,0,NULL,0,0,0,0,1.35,25-34,0,3,1.14
L00107,Referral,65,Male,Full-time,79811.65625,Divorced,Ontario,Mortgage,3,18.5300006866455,1,114,0,0,0,0,Email,0.966000020503998,High,1,Mortgage,1158,83.3600006103516,12,1000.35998535156,0.7,65+,0,1,0.48
L00108,Social Media,54,Female,Part-time,87349.8515625,Married,Manitoba,Mortgage,7,9.1899995803833,9,46,3,0,0,0,Website,0.589999973773956,Medium,1,Mortgage,2982,147,49,7203.14990234375,4.2,45-54,1,2,3.28
L00109,Online Ad,57,Male,Full-time,79665.09375,Single,Ontario,Mortgage,6,12.1199998855591,0,56,1,0,0,1,Call,0.721000015735626,High,1,Mortgage,2767,191.380004882813,7,1339.68994140625,1.2,55-64,0,2,0.88
L00110,Online Ad,33,Female,Full-time,80012.53125,Divorced,Manitoba,Mortgage,3,3.67000007629395,5,117,0,1,1,1,Call,0.549000024795532,Medium,0,NULL,0,0,0,0,2,25-34,0,3,1.4
L00111,Referral,38,Female,Part-time,27698.94921875,Married,Alberta,Credit Card,4,6.71000003814697,9,70,2,0,0,0,Branch,0.637000024318695,High,1,Credit Card,9355,135.809997558594,6,814.859985351563,3.45,35-44,0,3,1.98
L00112,Online Ad,18,Male,Part-time,29562.109375,Married,Ontario,Mortgage,6,21.8099994659424,5,117,2,0,0,1,Email,0.360000014305115,Medium,0,NULL,0,0,0,0,2.75,18-24,0,2,1.5
L00113,Partnership,28,Female,Full-time,90955.8125,Single,Ontario,Chequing Account,2,6.82000017166138,4,70,0,0,0,1,Call,0.829999983310699,High,1,Chequing Account,1775,109.790000915527,17,1866.51000976563,1.3,25-34,0,3,1.12
L00114,Social Media,28,Female,Self-employed,72395.390625,Married,Ontario,Chequing Account,0,5.61999988555908,4,58,1,0,1,0,Email,0.679000020027161,High,0,NULL,0,0,0,0,1.3,25-34,0,3,1.12
L00115,Branch Walk-in,19,Female,Full-time,97329.5625,Married,Alberta,Credit Card,1,10.2299995422363,9,70,1,0,0,1,Email,1,High,1,Credit Card,1356,159.240005493164,49,7802.66015625,2.7,18-24,1,2,2.68
L00116,Partnership,49,Male,Student,50648.94140625,Single,British Columbia,Credit Card,7,22.4699993133545,0,59,1,0,1,1,Website,0.513999998569489,Medium,1,Credit Card,3264,213.440002441406,20,4268.89990234375,1.35,45-54,0,2,0.94
L00117,Social Media,36,Female,Full-time,67199.0625,Single,Ontario,Mortgage,5,1.39999997615814,6,25,1,0,1,1,Email,0.691999971866608,High,1,Mortgage,7974,167.580001831055,1,167.580001831055,2.55,35-44,0,3,1.62
L00118,Online Ad,22,Male,Full-time,62239.4296875,Single,Ontario,Mortgage,3,24.3099994659424,8,9,2,0,0,1,Call,0.721000015735626,High,1,Mortgage,9941,250.199996948242,57,14261.51953125,3.05,18-24,1,2,2.82
L00119,Partnership,20,Male,Unemployed,114901.671875,Widowed,Quebec,Chequing Account,2,23.1200008392334,3,70,1,1,0,0,Website,0.629000008106232,High,1,Chequing Account,7498,22.0400009155273,2,44.0900001525879,1.65,18-24,0,2,1.06
L00120,Branch Walk-in,45,Male,Unemployed,115193.09375,Married,Ontario,Mortgage,4,8.72000026702881,3,47,0,0,1,0,Email,1,High,1,Mortgage,2782,247.710006713867,52,12880.7001953125,1.35,45-54,1,3,2.34
L00121,Social Media,43,Female,Full-time,49105.46875,Married,British Columbia,Chequing Account,4,6.78999996185303,6,1,1,0,1,1,Website,0.533999979496002,Medium,1,Chequing Account,2730,195.309997558594,42,8202.83984375,2.4,35-44,1,3,2.76
